1,Nauders am Reschenpass,01060000200808000001000000010300000001000000160000008589A655E29E45411A91BF1693443241C597CCCA149F4541D6018D7DEF433241DEDA58E954A0454184A62AC4E13F3241E2B4333A97A245411DB0949E1F403241BFD7A536A6A24541687AE2CB0B41324185F882CB95A3454177D3C1F32B423241E27DDE0235A84541006120D7BB473241FAB50AAA01AA45414AC21242144432417E21ABFFB6A94541991531CEAD42324127D11EB2F9A64541435D6EDB3D403241C2B1DF989EA645411E2BDFDE323E3241712C4162C4A445414CFBF211903932412858D17550A545410B4B80C0213732413A62929915A5454105A33AEA24363241D3AFC57FC1A24541FDEE3794CE353241AC49997C9DA145418856C73B873732412E610A3973A04541ABE584BB7A3B3241EE1FFA5CE49E45418623E20BEC3F3241C532C188FA9B454113E7D58E674332415A89C9020F9D4541BB0EF5A8B6463241323BD7BD359E454137C0CBF4644432418589A655E29E45411A91BF1693443241
2,Villages,0106000020080800000200000001030000000100000006000000CAB8FEF9B5674341B538692072D33041C0D9CBB784694341C4BD350A31D530413A9D4D3B1A6A4341460C86632AD5304130166D055F69434137BA8C7CC6CF3041E411E2948267434168EC44377AD33041CAB8FEF9B5674341B538692072D330410103000000010000000D000000CA0060B48E6E43414E5A94A3A0C83041C6728BB186734341230AD6F5DFC93041331F216B2F7543418D12CD7C18C73041BA6461CE007543415DE7E6E2BAC53041EC8177F9B371434182CE4FE852C43041763E4CC55F6E4341605B9B8118C33041AC005AB5096E43417E5CBDF787BD3041B5594458DF6D43411ABEA72870BE30414C81FEE2DE6D4341E4183FE26FBE304116267888DC6D4341E9E181907FBE3041F56C8DC9406D43412F66BBE9D4C1304122C17AB92B6D434196B7FA0B5AC63041CA0060B48E6E43414E5A94A3A0C83041
3,Le Grand Massif,0106000020080800000200000001030000000100000006000000CAB8FEF9B5674341B538692072D33041C0D9CBB784694341C4BD350A31D530413A9D4D3B1A6A4341460C86632AD5304130166D055F69434137BA8C7CC6CF3041E411E2948267434168EC44377AD33041CAB8FEF9B5674341B538692072D330410103000000010000000D000000CA0060B48E6E43414E5A94A3A0C83041C6728BB186734341230AD6F5DFC93041331F216B2F7543418D12CD7C18C73041BA6461CE007543415DE7E6E2BAC53041EC8177F9B371434182CE4FE852C43041763E4CC55F6E4341605B9B8118C33041AC005AB5096E43417E5CBDF787BD3041B5594458DF6D43411ABEA72870BE30414C81FEE2DE6D4341E4183FE26FBE304116267888DC6D4341E9E181907FBE3041F56C8DC9406D43412F66BBE9D4C1304122C17AB92B6D434196B7FA0B5AC63041CA0060B48E6E43414E5A94A3A0C83041
4,Andermatt+Disentis+Sedrun,01060000200808000004000000010300000001000000310000009FD7387E3B83444175D3DAF6BEC33141AA5F567DCB8344418C7CF08469C43141A3517EC627844441DC6C953548C43141532065B88E844441580A31AB07C53141F88F1E895C8444411BB4DD7BB5C531418526CF44508444418778E3B5CAC5314167A460284284444167191280D8C53141F747E3A74084444113BA96B9DCC53141BC6E408A418444417FBEC5E8E0C531419A31A1B25084444172AC97C9FDC531414A840F0B53844441EFB5804B05C631412771B0A15C8444416D8C15AB4EC631412C90A236778444412F854CB696C631413DCAD8673284444141084638E8C6314139EC1575D7834441A2DD2F2934C731410507E48C8F8344418559AF006DC731419DA581224483444196E979A954C73141A060A17ED98244416BD7773A3CC73141C93C2DFFAC8244418567A93D15C73141D024E6628B824441D1E1ECDB55C7314104C4EE02AB824441BEC604917BC73141B8916692BE82444136DF94ED52C731419A31FF6F3A8344411CC2F61784C7314139D773697C834441823C2F0DA9C7314159AD0185A6834441E3F0B90B8EC731412C87C39DDF834441FA9A547973C73141A4D7D6811884444142DC95753DC73141178DC3ADE2834441CB91E015CDC73141D074BBD09D83444177D0DCB43EC8314124AEC5C1A0834441C8E302C25FC831418E73F5B69C834441B3492F3263C83141EF839355A8834441C952B6A977C83141C607AFD1D68444410090BFF462C631414E0DE166D9844441FAAB395D15C531412A0D32A44784444112903250F2C3314155F28677EE844441C7C16E64A7C231410646382B568644412D42E42717C1314106D415283C8644418CD354AFB8C031410D7EC2F4178644417B4A996F86C03141C0ECE28E18854441860C6B1345C13141DEFC157402854441651A762ACBC03141BC928E1DF3854441A5FF6788E0BD314188A436C327864441BCD180FF4BBC3141716FE339D685444155500A5FABBA3141DE2F547D86844441B6A15B2944B831412455AC8014844441981F33BAC6B83141AB9710002B8444415F93A828EBB93141E94BC083158344412E9F2E804EC231419FD7387E3B83444175D3DAF6BEC33141010300000001000000220000005267114B488444419341BF9271C9314167B55AE21B8444414938E392A0C93141602FF904F3834441302DD921C9C931416747BFC1A1834441838694EC78C931415BC1A43D51834441206662E6F5C931410880D236198344416AA7A0FAF1C931412A9608DA1883444129D7370605CA3141BA01054C448344413262093D3CCA3141F305349D6F8344414D352AF48BCA3141108BAF507883444126629A06DCCA3141BFA8BBD6598344417FF09D7167CB31411A804B717F834441C8A56A6E8BCB314189AE96CEBE834441AEB57A1BDACB3141B0DCAA4BF0834441CCCD3C1C07CC3141B9664E281F844441F7EC453A49CC31418ED58EDC5C84444194E45E48BBCC3141F178210081844441C5AA8A3FD3CC3141A11EE3629B84444141EA743D29CD3141D6E84D32C7844441924E2536E3CD314188C71CE687844441707605B714CE31410F01024C24844441FC8C0EB07BCE314163365F95BF834441A6FEE0D2E3CE3141894CD4E37C854441C61DDE3E8FD1314184E90D7F7C874441790A579597D33141AFBEA70C538B44415A6F7DAFBCD93141F408F0CC8F8D4441C1A9FA29CFD93141E163E5872E8E4441644CFD18DFD8314196343F70B98E4441FBDDACD3E1D431414664692C838E4441C86D2A12DFD33141AB5D01A8238E4441A4F291A3F0D331414CE98CE5978D4441B0890730DED4314141F874D50F8D4441ECDE3A4694D53141C94B3DAAC7844441A3A825A0E1C831415267114B488444419341BF9271C931410103000000010000001600000056C65DD8598E44410450C0997CD33141077B1C1A928E4441103094DFDED33141464203C0608F44416F010CD444D53141C4AC5B9F359344418D6C9F1FC2D83141CF0F88A507964441CEA969CDB0D83141DAB547A36E974441EA70CF7C9DD83141D9B406C6919844412796884835D931410467DB4FF5984441877264D952D93141328A746316994441300AD2A15CD93141E5E6CA7E0C9944418D1C85F0E6D831414A43B87B3C994441676AC833E8D831419E667E6C489944416E149A85E8D831415C0AA60677994441638560931BD83141A54BE9FE76994441E690FD0316D83141F4BD95969C97444169AFE71777D73141553AB0BC1A974441E0E7F69F2CD73141281C8EEDBA964441CCB6A0AF18D7314111C20B3A3D9644415A2CF547C9D63141CBA487F03095444187C5AED81FD631415D55B59E4B934441600FD73AE7D331417A2308E7A78E444119F5508B14D3314156C65DD8598E44410450C0997CD3314101030000000100000014000000355C8A77A19C444164538C7E3CE03141BD15D0E72C9F44419A809EC955E43141C1BFE5495D9E4441A93D02664EE6314172B80F6CCC9D4441F0D51DF2CDEC31415B727974BF9E444121F6583E01F13141408D78D04FA0444106A3D7D690EB31410C1C92F88AA04441E4105DBA50EB31418438351135A24441A479F90283E93141B776C90485A544410459A6B85BE831416C87C3C0ABA54441BA36D18DC7E93141178EBBB212A8444158BB0A101BE63141D89B0D3ADBA74441609CB11AD2E431410CF03E708BA5444191F5D7AC6FE33141D2240545ACA3444114E40395D9E3314145C9BDB3BEA04441E8DB9A8227E83141E50FF883E6A044418B3C6FBB06E43141BB8BA1D5949E4441BE3E9CFC66DF3141D84163EBA59C4441F7B74C7C1BDD314171EBAD4B2E9C4441F0F3C07A26DE3141355C8A77A19C444164538C7E3CE03141
5,Saas Fee,01060000200808000001000000010300000001000000410000004E989E7B4621444128BFC16BB1DA3041A82CBE9B6D204441448D9BD571DB304128A12662E51F4441BCE2E2E39BDB3041ED9FF754E01F4441ED704F739DDB30417736B6C7971F444176BBA8413DDB30418B98B315621F4441E4C358830CDA3041E824F86E541F44411EE0528728D73041544EAC2C7B1F4441FDF2EB043CD430410F309B6CC51F4441B601A50A80D230414AC3EFA10A20444108D636E062D13041DA4F0645F51F44418808FE929CCF3041B2F1E361911F4441F5CD22E732CF3041EE7E9063211F44417D1D3BAAB0CF30417E1DD21FB61E44411A57AEFCF7CF3041B4614A2B851E44419A2EED24E1CF30412698C479501E4441D67AB66E84CF3041B1D15C86A31C444103472393E0C93041936A9C31061C444109D892D4D2C930417E3A53459E1B44416B6A680EFEC83041BA7B09EFD01A4441AAAE1BD447C9304124B4F8F83B1A44410E098806B5C93041FAD262C41D1A4441ADBE30A443CB3041F905FB87611A44413A1A2602F5CD3041C1843E92E81A4441096F33295CD13041B7EAAF2BCD1A444184A5617988D430416AFFF349981A444178891AE638D530415C857242211A44414608966B11D6304136F4770AF5194441344A32CF60D73041E59DFF562A1A444145376CEA34D93041035807D3DE1A4441567A914C6EDB3041B3F40B84D31B4441C0E9E8F7FBDC30417B75F5CFBF1C4441FCD3A0F88FDD3041B7020335AD1D4441A7DE0C80B7DE3041C07CB8AECC1D4441F68864CCF0DE3041C0202585DD1D444155AA4A5936DF3041DEEB06AFEE1D444177F072BBF4DF30418C8F97E8F11D44416C2046F5B2E03041856B85B9F51D444115A8799642E230417C7A9E5BF31D4441C13E2ED3ACE230413DF2BA60F21D44417E2253E1D8E230412EAEAA0AE71D444156ECC9BFD5E43041C5BF231EF01D4441C1A8043E21E530410F10FDFE091E4441D4C6F8FD67E530416C824A2B471E4441BF53F199A8E530418CF9A904901E4441AC85F411AFE530413218AB0BE11F4441AD2F0B57F9E430411AB4BEBD34204441B7F53FA98EE43041ED86DA8D3F204441EC9EC2E080E43041F9678F4B4D2044417B1563B663E43041BF4A837C5120444132EED9D05AE43041D779A7AF8B20444165584142DFE330413D7CD06DF72044412678656E92E2304183816EE13D214441058CFDD1B8E13041407162AFA4214441680789525BE0304126B46276CD214441C1BC0C3DBEDF30412CAA6E7AD9214441D4DFCA30BADE30414803C5E8E22144414B26B7FC9FDD304170588303142244418022A40B03DC3041223AC87C6622444187BF0298EFDA3041DC800681BE2244412AE0E9D436DA304167CFA303BF2244416B0CAFD298D930419940A0CDA0224441054D803A7AD93041786AEA025C224441B40A2F5080D930416DD29F93282244415E3B8E5FD1D930414E989E7B4621444128BFC16BB1DA3041
6,Monterosa Ski,010600002008080000020000000103000000010000007500000082253A4F21044441996E8765DF6B3041F8DE0F57B9044441F583C957DE6E30412F1AC833A305444147FEC7E0C66F304179E98D72810644418498FC372D73304171B047CFFB0544410E7A34AFBC7330410186D2177F054441A24B0E2A26733041E025BB172E0544414FAA044475733041C078D926D7044441B7C7B57B53723041BB1F98818A044441A11EDA4AE471304188ADB08F2E0444417EAE687562723041A976F6651C0444414F4158EC1F743041CFF45EFED902444141CEF1C6DA723041854175638C024441E4A1634311743041FB3C5282D00244411ED150B987743041DCBF36CA270444415C962AE3AE74304168F8CFBD430444414C5CBBF95F753041B161E5DB98044441F6345C41E6763041BA652CEADE044441F634E5030D78304191803525E6054441E6073B1AFC7730411DC69B183606444108D11B40C27830411B0236DE9B0644410C18A780F77830412D6F3B8A8C074441AF8DC90668793041F5C75873060A4441C73B3C9A907A30419F2364D3940A4441BB4489237F7A3041956C66ECC00A44419E2B3351EF793041A858EBAEFE0A44412AB59EE32579304113EB5708CB0C4441D6D0B0C74F75304140CC924C220D44414E88D72114763041F02138FA7A0D44417BDDCAD3757630410967AAA9170F44410D01847EE27630414E2B8345B00F444136EABC4FA5753041EEC4EC125F114441C89141C55E7530416A154FA28B114441965D131DB9743041C8FC86729F13444103A3138C617430417449D6BA36164441EE29FD7ACF7B30418905E2C3B216444123605923FF7C3041480B1F8269154441D239138A8C833041A08EC5979F154441C69D6C09A18330419A0B07B3011744419F6AC29D327E3041290FD33E1B174441A304DD33567E30410524F99E781744410D1653D31B7E304144FF802DFC184441F4BE145D9F7C304159B09A1A351A4441209047C19B7B3041B7264162F11B444193103AFE967930418A859CD88A1C4441DE73F032327B3041CE1F97DD481C444137539144BD7C3041BEDE7F97781C44417ABBC047F07C3041B644225BFC1C4441AA4D7FC0CF7B3041C1C6E9B5061D4441E07DAD2A6E7B3041DED4E516301D4441C0954442B47A3041C199B28FAC1D4441E0209DF0A4783041B1215B00831D4441A9E1472F3C7830417AB505FABD1D4441C26D0F9B4078304115FF282F031F44418481409DB0773041CC9C59DC55214441A8F6571B2C753041BA2C4F5E09224441EDC29D33A4733041E68F22100D22444124F4F8F1237330417CEDD2887A214441360079A2177330412947D84C2F1C444162FCDD6A88783041F1FE586A9D1B4441B90AABC35D783041B9AC2FE1671A444166C63E5AE07730419C7368B7AF1944418B9ED61F10783041ACD6D4CCE218444105D2FD6C37783041F4606CCF65184441E7A8003DC0783041A9689B5C24184441E31848089F793041853CFAC515184441A05309327D7B30411D4B3A4A74174441B70AC6BEFB7C3041113A84E227164441843144222A79304179FD38E929164441FCACDA0CEB7730416A577D673B154441509E6CE277763041B3D34290F0134441B0D85352517430410EFAF06E7B1444414315CF132F733041E02874117B144441EA19F2A3C8723041AB8EE64F4B144441BD4257D789723041E0B7444AFE134441B9592E09AB7230411F6D565CF7134441975217D40D7330414DF330F1BE134441D0D36D334D73304112CEEBE2DA12444158108C1E467230416160AFCFF6124441B2F218348C7130419254D64EF8124441FB732FD82B713041E5B1B978C71244410FA7FAA6C36F30412C1249105E124441CD5BC7580D6E3041204542410E124441BEF9BBD21B6D3041379E1DE4D4114441EC849D523F6D30413BA2CE5A5E1044411B5E75CE4D693041ED69A45221104441F7E84AEA01693041A8ACDD1C00104441C36A677FEC6930414F32F47CFF0F44417F068EEAF06930414CC142F230104441CD9B1CE44C6A3041407E1643E50F44414D86812B5C6B304109D56296DB0F4441BBD36374016C304166F4A7B2F20F4441842F701D326E30418A56E8323410444171679C504C6F304165B4C9F79A104441C17D7DCD627030418150729D21124441F3CF4D1586733041B087EED48B114441BAB66FB94D743041A3F14F66D30E4441CD80CBC3C6743041CABBF05E420D444192BF3E5D977330414A18A723BF0C44411E6CAA1246743041C2B37582650A4441CC3AE93BDE7830413AF6C377A1094441D09A956796793041EA9D0AA673084441464F27F6EF7830414A3A35302E0744417CEFAF3D76783041B222882B5E074441E69539266B7730419DE6DBA6350744415AF1E04D717630410B843584FA064441F12CA8DD89733041565E9862BB064441F64EA652C5723041FD891CF7B6064441CC01F9AB86713041EA77075571074441A6AE9F2D8671304140AF963E23084441A99DE111FC6F3041E4320D08A90844410FA8E183B16D3041D6687E1B840844417B4D4C9EDE6B3041265C1D85860744416FF6494D7B693041E14A5206C7054441A71D9DE5516A3041487FCDCA0B0544411330F35C1F6B3041AA395207440444419AE83FF2C76A304182253A4F21044441996E8765DF6B30410103000000010000000F0000001D185370690244416F773632A86B30412AB3C7EB85024441A42A3B0FF46B3041188B7225C302444192598537CC6B304120B47E34ED03444188580DF6A16A3041E4481E46EA034441F5B1C9ADA06A304198D38AFDC403444158E3D1599D6A30418CA8D95CB2034441EB17F9C19B6A3041E9894EE12C034441F40F11D7906A30417D72FDE41803444101AE42E48D6A3041D38EACB9DF0244419C3DB11D866A30416FEA39838F0244411BB319217C6A3041628547768E024441A6E39D68846A30412469D4248E0244416A676DA18E6A3041396289278D0244417855AAB68E6A30411D185370690244416F773632A86B3041
7,Bosco Gurin – Grossalp,01060000200808000001000000010300000001000000100000005DC3CB3FC8734441F5CABF74713F3141ACEC9981327444417FEA00CE703E314157A3EA6C5B744441E86E401A793D31414AFBD7F674734441DAACD45CE93C31410D5150FBE17244417121EB75E13C3141CE59EA7ACA704441771AE94F363D3141AAB3EBFB626F444184200331453C31418DEB3D95EA6D44416202B1E4F73B31415150CC52BD6D444105D9EE98593C3141AB921A2BD96D44413B1B51E7823D3141C1B29BAEA26E44412F88DC98993E3141FDC6F9C4176F4441C8A6EAE4C13F3141A3AD4799BB6F444198596143A1403141F09B70B334714441D2F1D330F93F3141DA4660549172444182E2D56C8D3F31415DC3CB3FC8734441F5CABF74713F3141
8,Chamois,01060000200808000001000000010300000001000000040000009203DC350CF54341F61328794573304113A9A7E449F543410FF4C3D2B9723041350C5F2EEBF44341616908B7307330419203DC350CF54341F613287945733041
9,Hexenbühel,010600002008080000010000000103000000010000001700000088E69E19BD2B45410125D3CC413D3341B10A60CDB82B4541987684F0313D3341C2E602C7B52B4541066D41C5263D33418CC62CC5AF2B4541558FF19C103D33415A5FAFEBA42B454169AB927F143D334123A2678DA32B4541C44CDF39083D3341A413A070972B454128AE435C0D3D33410A3635F6902B45413B25F735F93C3341C49250708D2B45415FE7A24E073D33413C22DCE2872B45413AC464A91F3D3341361B5272862B4541E1356C46283D3341CFE7F238882B4541071126122A3D33413915D4A3922B4541D03CD09C413D3341C88869C19D2B45418FA1A4DC583D334168829F81A32B4541172874355F3D3341E83FC716A72B4541535D22C5633D33413EF8EDE9A92B45412967438A663D3341060CCB23B22B454188E27DF9693D33416FA5BFA2BB2B45415C0610E1683D334122E08FCFC02B45413F6983F8653D3341EDD0283BC62B4541DBEAFF8A623D334155B98C59C82B45416543D94C613D334188E69E19BD2B45410125D3CC413D3341
70,Les Grands Montets,01060000200808000001000000010300000001000000120000004DD7578ADC87434128B2650FCEA23041DE313072B488434101BF2A5569A430417F4EA15CB68843415A1A4216E4A53041C7EF520DB9884341B4DD4ADEF8A7304124A4052D2888434187CAE17AF1A93041C1B44CF0928843413D54F62754AB30414F21765D1C8C4341C7C7D637B0A83041CA892B62128E4341EC242BBD88A63041CE2EDC5DA98E434175479A6FD9A330416BBB05B1CE8E434139C5023561A130416731430EAE8E4341B88C8AB7839C30415EA01696548E43417EA1E5ADA49B304126C49AD0CF8D43419B96F7A1B09B3041455E08FDF78B4341498D6E51459C3041BA26FFDB518B4341D0825DCBDD9B3041D7D3DB07958A434184BDA63F4E9C3041A62B23C2CD8743410950CB8BDDA030414DD7578ADC87434128B2650FCEA23041
